SPECIES;ACCESION.NUMBER;PLM ;PLS;FTWM;FTWS;STWM;STWS;LLM;LLS;FTLM;FTLS;STLM;STLS;MLWM;MLWS;WMPM;WMPS;DLBMWM;DLBMWS;DLAUM;DLAUS;TLWM;TLWS;NTM;NTS
V.aragonensis;JACA349179(1);1.66;1.28;0.43;0;0.92;0;6.95;5.62;0.31;0;0.75;0;5.07;2.4;4.82;2.18;4.8;3.05;1.43;;3.34;;2;0
V.aragonensis;JACA349179(2);2.33;0.78;0.41;0.5;0.52;0.69;9.03;8.67;0.25;0.33;0.33;0.3;5.57;3.58;5.21;3.36;5.21;3.75;1.52;1.92;2.8;2.03;2;4
V.aragonensis;JACA349179(3);1.17;1.6;0.51;0.48;0.56;0;8.51;8.27;0.75;0.23;0.36;0;4.95;3.44;4.9;3.12;4.23;3.2;1.44;3.16;2.58;3.08;4;1
V.aragonensis;JACA349179;172;122;45;33;67;23;816;752;44;19;48;10;520;314;498;289;475;333;146;254;291;256;267;167
V.aragonensis;JACA256379(1);1.63;1.49;1.19;0.87;1.34;0;10.69;5.71;0.62;0.44;0.38;0;5.85;2.8;5.63;2.54;6.81;4.04;3.64;2.23;3.54;2.39;3;1
V.aragonensis;JACA256379(2);2.98;2.57;0.86;0.65;0.9;0.53;10.95;9.64;0.58;0.38;0.32;0.36;5.75;4.92;5.17;4.84;4.33;4.93;2.81;1.56;3.98;2.64;2;4
V.aragonensis;JACA256379(3);1.51;0.9;0.6;0.73;1.27;0;10.91;9.99;0.85;0.33;0.66;0;7.07;4.01;6.67;4.01;7.08;6.12;1.32;3.17;3.11;3.12;2;1
V.aragonensis;JACA256379;204;165;88;75;117;18;1085;845;68;38;45;12;622;391;582;379;607;503;259;232;354;272;233;200
V.aragonensis;JACA473871(1);3.14;2.07;0.83;1.11;1.4;0.87;10.56;8.31;1.09;0.6;1.06;0.36;5.4;3.49;5.06;3.13;3.76;6.65;2.83;2.96;3.74;2.52;2;3
V.aragonensis;JACA473871(2);2.17;1.39;1.42;1.03;0.78;1.04;10.23;11.11;0.95;1.05;0.77;0.44;6.39;4.22;5.61;4.21;6.24;6.13;1.84;2.74;3.65;3.02;2;3
V.aragonensis;JACA473871(3);1.78;1.2;1.27;0.79;0.78;0.7;9.36;5.96;0.5;0.48;0.4;0.23;5.15;2.69;4.8;2.68;4.75;2.67;2.36;1.4;3.37;1.93;2;2
V.aragonensis;JACA473871;236;155;117;98;99;87;1005;846;85;71;74;34;564;346;515;334;492;515;234;237;359;249;200;267
V.aragonensis;JACA665787(1);1.36;1.16;0.87;0.86;0.74;0.84;12.31;8.42;0.35;0.39;0.33;0.31;5.37;4.38;5;3.67;6.55;4.92;2.03;1.86;3.56;2.57;2;2
V.aragonensis;JACA665787(2);1.27;;0.99;;1.03;;13.14;;0.41;;0.34;;5.97;;5.5;;6.69;;2.93;;3.33;;3;
V.aragonensis;JACA665787(3);;1.86;;0.83;;1.45;;10.5;;0.5;;0.68;;4.65;;4.51;;4.56;;2.93;;2.9;;2
V.aragonensis;JACA665787;132;151;93;85;89;115;1273;946;38;45;34;50;567;452;525;409;662;474;248;240;345;274;250;200
V.aragonensis;BCF41230(1);1.7;0.66;0.87;0.9;0;0;7.03;5.12;0.56;0.35;0;0;4.87;3.27;4.28;3.27;5.36;2.43;1.78;1.82;3.49;2.52;1;1
V.aragonensis;BCF41230(2);1.46;;0.91;;0;;5.72;;0.3;;0;;3.52;;2.3;;4.35;;1.18;;2.08;;1;
V.aragonensis;BCF41230(3);;1.04;;0.71;;0;;6.52;;0.2;;0;;2.71;;2.48;;3.8;;1.35;;2.56;;1
V.aragonensis;BCF41230;158;85;89;81;0;0;638;582;43;28;0;0;420;299;329;288;486;312;148;159;279;254;100;100
V.aragonensis;GDA18086(1);1.37;1.05;0.96;0.58;1.04;0;10.1;6.75;0.64;0.29;0.52;0;5.91;2.66;5.77;2.11;4.45;5.12;3.96;1.86;4.89;1.78;2;1
V.aragonensis;GDA18086(2);3.93;1.93;0.96;1.15;0.68;1.09;12.43;7.42;0.6;1.73;0.37;0.39;5.77;4.91;5.18;4.7;7.75;3.83;2.7;1.82;4.07;2.4;2;2
V.aragonensis;GDA18086(3);3.49;;0.66;;0.81;;13.14;;0.34;;0.36;;6.44;;6.06;;7.18;;1.41;;3.27;;3;
V.aragonensis;GDA18086;293;149;86;87;84;55;1189;709;53;101;42;20;604;379;567;341;646;448;269;184;408;209;233;150
V.aragonensis;JACA52774(1);0.8;0.74;1.05;0.51;0.8;0.83;6.95;7.88;0.35;0.28;0.28;0.54;5.24;3.77;4.98;3.77;4.77;4.53;1.1;2.18;2.89;2.91;2;2
V.aragonensis;JACA52774(2);3.32;1.85;0.96;0.74;0.87;0;13.52;12.37;0.42;0.72;0.54;;5.13;4.48;4.05;4.33;8.51;4.84;2.55;5.61;3.39;4.14;2;1
V.aragonensis;JACA52774(3);;2.1;;0.71;;0.72;;9.52;;0.53;;0.59;;3.72;;3.5;;3.61;;4.08;;3.25;;2
V.aragonensis;JACA52774;206;156;101;65;84;52;1024;992;39;51;41;57;519;399;452;387;664;433;183;396;314;343;200;167
V.austriaca austriaca;SALA157058(1);0;0;1.05;1.11;1.65;0.87;33.66;42.03;5.63;1.18;7.14;1.05;19.45;7.6;12.09;6.47;14.02;14.98;3.15;5.54;2.19;3.18;7;7
V.austriaca austriaca;SALA157058(2);0;0;1.01;0;1.46;0;28.33;23.06;6.31;0;3.76;0;11.5;2.18;9.86;1.93;6.88;13.96;1.87;0;1.71;0;7;0
V.austriaca austriaca;SALA157058(3);0;0;0.72;1.54;1.25;0.91;21.93;34.12;2.07;1.66;3.03;0.57;7.24;4.08;6.7;2.93;6.84;26.69;4.81;3.22;1.31;1.66;5;2
V.austriaca austriaca;SALA157058;0;0;93;88;145;59;2797;3307;467;95;464;54;1273;462;955;378;925;1854;328;292;174;161;633;300
V.austriaca austriaca;SALA155836(1);0;0;1.17;0.87;1.03;0;26.14;24.64;6.81;0.84;1.54;0;9.98;3.35;9.98;3.12;13.07;14.47;3.32;5.58;2.32;2.08;5;1
V.austriaca austriaca;SALA155836(2);;0;;0.27;;0.29;;22.88;;0.49;;0.5;;2.68;;2.42;;16.23;;6.5;;1.65;;2
V.austriaca austriaca;SALA155836(3);0;0;1.58;0.85;1.9;1.32;26.63;22.96;7.76;2.87;5.91;2.7;11.46;6.51;6.31;4.93;11.22;7.7;3.06;5.13;2.66;2.75;4;8
V.austriaca austriaca;SALA155836;0;0;138;66;147;54;2639;2349;729;140;373;107;1072;418;815;349;1215;1280;319;574;249;216;450;367
V.austriaca austriaca;SALA153002(1);0;0;1.19;1;1.62;1.35;23.21;34.77;3.61;0.7;2.7;0.97;7.72;6.36;5.02;4.76;4.65;9.28;6.17;6.6;1.72;4.2;4;7
V.austriaca austriaca;SALA153002(2);0;0;0.63;0.92;0.64;0.52;23.85;18.84;2.21;2.69;2.5;0.32;7.41;4.3;5.53;2.73;10.85;4.66;2.38;3.72;2.24;2.06;6;4
V.austriaca austriaca;SALA153002(3);0;0;0.69;0;1.6;0;27.24;16.6;1.58;0;3.94;0;14.61;1.27;8.48;1.12;6.89;6.52;3.43;0;2.16;0;8;0
V.austriaca austriaca;SALA153002;0;0;84;64;129;62;2477;2340;247;113;305;43;991;398;634;287;746;682;399;344;204;209;600;367
V.austriaca austriaca;SALA157057(1);0;0;0.66;0.52;1.35;0.33;26.08;33.63;0.55;0.43;1.89;0.28;11.29;6.34;9.76;5.77;7.89;15.26;2.38;10.09;2.45;4;11;4
V.austriaca austriaca;SALA157057(2);0;0;1.31;0.47;1.71;0.39;22.21;32.08;1.45;0.28;1.91;0.32;11.16;5.77;8.98;5.36;10.61;14.77;3.31;6.13;3.06;3.05;7;11
V.austriaca austriaca;SALA157057(3);0;0;0.72;0.41;1.46;0;25.63;39.7;1.07;0.08;2.9;0;9.59;5.19;7.29;5.17;9.15;20.72;3.11;12.71;3.38;4.3;8;1
V.austriaca austriaca;SALA157057;0;0;90;47;151;24;2464;3514;102;26;223;20;1068;577;868;543;922;1692;293;964;296;378;867;533
V.austriaca austriaca;SALA157051(1);0;0;0.46;0.19;0.58;0.24;24.88;19.55;0.64;0.07;0.67;0.1;4.43;2.17;3.12;1.86;2.63;7.76;2.12;2.64;1.05;1.43;11;7
V.austriaca austriaca;SALA157051(2);0.53;0;1.32;0.46;0.68;0.2;20.97;21.35;0.63;0.11;0.39;0.09;7.95;4.39;7.23;3.68;5.64;11.87;2.4;1.77;1.86;1.74;14;4
V.austriaca austriaca;SALA157051(3);0.77;0;0.34;0.18;0.76;0.26;21.62;20.24;0.44;0.13;1.11;0.1;5.44;3.12;4.54;2.91;4.25;11.29;2.6;3.38;1.24;1.78;10;5
V.austriaca austriaca;SALA157051;43;0;71;28;67;23;2249;2038;57;10;72;10;594;323;496;282;417;1031;237;260;138;165;1167;533
V.austriaca dentata;BM68606(1);0;0;1.02;0;1.13;0;31.42;29.19;0.98;0;1.15;0;4.69;1.42;3.85;1.55;13.28;10.24;3.02;;1.68;;10;0
V.austriaca dentata;BM68606(2);0;0;0.39;0;1.11;0;25.96;30.33;0.42;0;0.46;0;5.73;3.11;5.36;2.52;15;20.45;3.51;;2.22;;10;0
V.austriaca dentata;BM68606(3);0;0;0.94;0;1.27;0;27.01;21.62;0.52;0;1.43;0;4.12;1.16;3.19;1.1;17.45;15.72;4.09;;2.21;;10;0
V.austriaca dentata;BM68606;0;0;78;0;117;0;2813;2705;64;0;101;0;485;190;413;172;1524;1547;354;;204;;1000;0
V.austriaca dentata;MA112519(1);0;0;0.74;0;1.17;0;23.84;21.85;0.6;0;0.6;0;7.96;1.89;7.04;1.84;13.66;13.16;2.34;;2.77;;10;0
V.austriaca dentata;MA112519(2);0;0;0.8;0;1;0;26.64;23.13;0.96;0;0.78;0;7.56;2.25;7.28;1.19;12.04;12.55;1.67;;2.05;;10;0
V.austriaca dentata;MA112519(3);0;0;0.82;0.35;0.35;0.43;31.49;21.63;1.05;0.22;0.43;0.32;6.09;3.4;5.85;3.35;11.02;14.77;2.3;3.19;2.37;2.04;7;4
V.austriaca dentata;MA112519;0;0;79;12;84;14;2732;2220;87;7;60;11;720;251;672;213;1224;1349;210;319;240;204;900;133
V.austriaca dentata;B147196-6(1);0;0;0.59;0;0.5;0;29.76;21.63;0.54;0;0.78;0;8.31;1.35;6.76;1.13;8.01;6.73;5.04;;3.15;;7;0
V.austriaca dentata;B147196-6(2);0;0;0.55;0;0.67;0;19.5;21.32;0.37;0;0.35;0;5.83;3.29;5.43;3.02;5.92;5.71;3.06;;2.21;;4;0
V.austriaca dentata;B147196-6(3);0;0;0.54;1.7;0.84;0;29.85;29.87;0.55;1.7;1.41;0;11.34;5.53;9.6;3.13;7.76;3.43;2.94;27.95;2.73;3.04;9;1
V.austriaca dentata;B147196-6;0;0;56;57;67;0;2637;2427;49;57;85;0;849;339;726;243;723;529;368;2795;270;304;667;33
V.austriaca dentata;BM68170(1);1.36;0;0.99;0;0.72;0;31.21;23.3;0.54;0;0.68;0;8.09;3.56;5.79;3.39;6.32;14.41;3.93;;2.55;;8;0
V.austriaca dentata;BM68170(2);0;0;1.44;0.45;0.89;0;40.98;37.6;1.05;0.31;0.6;0;8.02;3.96;7.81;3.89;19.51;16.8;11.33;12.79;5.38;3.35;8;1
V.austriaca dentata;BM68170(3);0.77;0;0.65;0;1.21;0;35.2;19.53;1.36;0;0.4;0;9.94;1.97;9.33;1.84;8.38;9.82;9.87;;5.04;;7;0
V.austriaca dentata;BM68170;71;0;103;15;94;0;3580;2681;98;10;56;0;868;316;764;304;1140;1368;838;1279;432;335;767;33
V.austriaca dentata;BM67715(1);0;0;0.64;0;0.68;0;28.39;23.15;0.76;0;1.05;0;8.21;1.76;5.64;1.81;7.55;7.1;2.17;;1.27;;10;0
V.austriaca dentata;BM67715(2);0;0;0.76;0.52;0.89;0.46;28.97;29.46;0.56;0.39;0.44;0.4;5.77;3.08;4.89;3.05;17.13;15.96;3.93;7.23;2.53;2.1;6;2
V.austriaca dentata;BM67715(3);0;0;0.41;0.76;1.38;0.79;40.49;37.39;0.48;0.68;1.84;0.58;9.35;4.98;6.99;4.81;7.69;17.39;3.18;6.54;1.97;3.58;8;6
V.austriaca dentata;BM67715;0;0;60;43;98;42;3261;3000;60;36;111;33;778;327;584;322;1079;1348;309;689;192;284;800;267
V.austriaca dentata;SALA124613(1);0;0;0.64;0;0.7;0;21.68;22.74;0.5;0;0.65;0;6.18;2.3;6.02;1.99;6.8;11.2;2.76;;3.44;;9;0
V.austriaca dentata;SALA124613(2);0;0;0.49;0.47;0.89;0;24.35;18.19;0.68;0.95;0.63;0;8.49;2.93;8.13;2.11;6.54;12.23;3.35;5.36;4.71;2.58;7;1
V.austriaca dentata;SALA124613(3);0;;0.39;;1.02;;23.54;;0.3;;0.93;;8.79;;6.3;;6.45;;2.61;;1.7;;8;
V.austriaca dentata;SALA124613;0;0;51;24;87;0;2319;2047;49;48;74;0;782;262;681;205;660;1172;291;536;328;258;800;50
V.austriaca dentata;B147196-138(1);0;0;0.87;0.74;1.04;1.12;31.38;30.21;0.63;0.3;0.82;0.5;12.26;5.58;9.42;5.39;10.45;17.65;1.85;13.82;2.13;4.84;9;2
V.austriaca dentata;B147196-138(2);0;0;1.47;0.36;0.65;0.77;33.3;35.86;1.29;0.33;0.63;0.47;8.56;5.13;7.72;4.48;14.35;10.53;9.97;25.19;5.97;5.03;10;2
V.austriaca dentata;B147196-138(3);1.31;0;0.58;0.61;1.28;0.78;32.53;39.28;0.25;0.47;1.13;0.37;9.74;5.51;8.89;5.07;13.6;16.16;3.14;21.45;2.8;4.92;8;2
V.austriaca dentata;B147196-138;44;0;97;57;99;89;3240;3512;72;37;86;45;1018;541;868;498;1280;1478;499;2015;363;493;900;200
V.austriaca dentata;B147196-13(1);1.62;0;0.88;0.46;0.79;0.88;41.79;43.5;0.62;0.56;0.75;0.76;7.32;3.88;6.3;2.88;17.33;20.99;5.39;22.21;3.98;3.27;12;2
V.austriaca dentata;B147196-13(2);1;0;1.11;0.62;0.61;0.57;34.53;31.79;1.55;2.12;1.18;1.37;8.53;4.54;8.27;4.35;16.22;16.6;2.75;5.66;2.9;2.32;10;7
V.austriaca dentata;B147196-13(3);1.51;0;0.88;0.25;1.68;1.19;41.48;45.04;0.94;0.16;3.27;1.56;7.52;3.22;5.61;2.46;8.62;19.47;5.26;19.11;2.68;2.04;8;5
V.austriaca dentata;B147196-13;138;0;96;44;103;88;3927;4011;104;95;173;123;779;388;673;323;1406;1902;447;1566;319;254;1000;466
V.austriaca dentata;BM68180(1);1.38;0;1.53;0.7;1.72;0;33.7;35.55;0.45;0.3;1.47;0;7.18;2.73;5.68;2.35;9.61;21.51;6.78;19.52;2.89;2.36;6;1
V.austriaca dentata;BM68180(2);0;0;1.31;0;1.47;0;26.14;17.63;1.06;0;0.96;0;8.04;0.97;4.17;0.97;6.02;9;2.7;;2.32;;7;0
V.austriaca dentata;BM68180(3);0;0;1.29;0;0.92;0;29.94;16.82;0.76;0;0.91;0;5.25;1.07;4.03;0.93;5.88;3.98;3.68;;2.84;;8;0
V.austriaca dentata;BM68180;46;0;138;23;137;0;2993;2333;76;10;111;0;682;159;463;142;717;1150;439;1952;268;236;700;33
V.austriaca dentata;MA112520(1);0;0;0.94;0;1.05;0;24.76;13.03;0.32;0;0.43;0;4.51;1.06;2.55;0.99;2.72;6.34;2.89;;1.8;;12;0
V.austriaca dentata;MA112520(2);0;0;0.77;0.32;0.86;0.52;29;11.73;0.39;0.23;0.64;0.27;6.01;2.42;5.41;2.38;18.81;5.89;2.31;5.18;2.52;2.01;10;3
V.austriaca dentata;MA112520(3);0;0;0.44;0.54;0.78;0.48;27.4;22.66;0.31;0.24;0.53;0.4;4.66;2.2;4.43;2.19;18.23;13.8;2.77;3.85;2.49;1.42;10;7
V.austriaca dentata;MA112520;0;0;72;29;90;33;2705;1581;34;16;53;22;506;189;413;185;1325;868;266;452;227;172;1067;333
V.austriaca dentata;BM68162(1);0.82;0;1.03;0.94;1.53;0.77;49.78;46.26;0.75;0.87;0.95;0.32;4.65;2.21;2.55;2.19;15.59;26.58;9.19;8.56;1.43;1.32;17;5
V.austriaca dentata;BM68162(2);0;0;1.71;0;0.9;0;40.21;35.85;0.42;0;0.46;0;5.74;2.91;5.03;2.31;15.11;22.71;4.33;;1.93;;10;0
V.austriaca dentata;BM68162(3);0;0;1.26;0.53;0.63;0.47;35.8;27.1;0.38;0.33;0.71;0.73;4.03;2.47;3.26;2.15;15.15;14.93;6.37;9.46;2.04;2.07;10;2
V.austriaca dentata;BM68162;27;0;133;49;102;41;4193;3640;52;40;71;35;481;253;361;222;1528;2141;663;901;180;170;1233;233
V.austriaca dentata;SALA124612(1);0;0;0.83;1.03;1.5;0.96;42.48;62.45;0.47;0.5;0.56;0.43;9.85;5.13;9.8;4.37;21.28;46.98;2.92;16.08;4.65;4.92;8;2
V.austriaca dentata;SALA124612(2);0.59;0;1.74;0.66;1.04;0.87;36.89;53.78;0.49;0.61;1.26;0.55;8.69;4.86;7.8;4.79;9.56;27.2;6.14;9.32;4.94;3.53;8;4
V.austriaca dentata;SALA124612(3);0;0;0.83;0;0.87;0;32.35;27.33;0.63;0;0.76;0;9.97;3.36;9.6;3.32;19.51;12.48;8.68;;8.73;;6;0
V.austriaca dentata;SALA124612;20;0;113;56;114;61;3724;4785;53;37;86;33;950;445;907;416;1678;2889;591;1270;611;423;733;200
V.austriaca jacquinii;RNG/Stamatiadou/13-VI-1971(1);0;0;0.57;0.84;0.87;0.56;11.89;8.07;6.14;4.82;7.59;1.42;12.53;5.78;10.97;4.63;4.82;5.63;1.56;2.82;1.64;1.01;7;2
V.austriaca jacquinii;RNG/Stamatiadou/13-VI-1971(2);0;0;0.52;0.53;0.91;0.44;13.09;11.5;8.59;1.19;8.13;1.36;9.65;4.09;9.5;3.11;6.31;5.26;4.13;2.77;1.89;1.6;4;4
V.austriaca jacquinii;RNG/Stamatiadou/13-VI-1971(3);0.58;0;1.28;0.47;0.85;0.32;14.5;8.11;1.37;2.98;5.02;2.33;6.57;3.31;5.83;3.3;8.46;4.38;1.7;2.36;1.48;0.86;4;3
V.austriaca jacquinii;RNG/Stamatiadou/13-VI-1971;19;0;79;61;88;44;1316;923;537;300;691;170;958;439;877;368;653;509;246;265;167;116;500;300
V.austriaca jacquinii;E32508(1);0;;0.55;;0.45;;16.17;;10.79;;13.77;;19.85;;14.94;;1.75;;3.74;;0.73;;6;
V.austriaca jacquinii;E32508(2);0;;0.32;;0.52;;15.48;;10.07;;9.11;;16.89;;11.54;;2.97;;3.2;;1.41;;4;
V.austriaca jacquinii;E32508(3);0;0;0.31;0.42;0.51;0.5;16.2;12.27;5.69;0.85;9.4;2.35;13.43;4.16;9.07;2.98;0.8;4.76;3.23;5.26;1;0.82;6;5
V.austriaca jacquinii;E32508;0;0;39;42;49;50;1595;1227;885;85;1076;235;1672;416;1185;298;184;476;339;526;105;82;533;500
V.austriaca jacquinii;SALA124610(1);0;0;1.13;0.46;2.06;1.38;22.15;21.13;8.41;3.91;9.91;0.42;18.68;6.94;16.22;5.15;7.82;5.83;1.59;6.21;2.13;3.94;4;2
V.austriaca jacquinii;SALA124610(2);0;0;1.32;1.17;1.07;0.81;21.23;18.01;9.38;4.48;11.37;2.1;21.52;7.76;12.07;3.98;0;2.31;3.82;7.59;3.4;2.53;4;3
V.austriaca jacquinii;SALA124610;0;0;123;82;157;110;2169;1957;890;420;1064;126;2010;735;1415;457;391;407;271;690;277;324;400;250
V.austriaca jacquinii;K/Cook/21-VII-1959(1);0;0;0.49;0.88;0.68;0.75;17.16;13.49;8.43;1.88;11.12;5.38;16.24;4.73;12.04;4.7;0;5.79;4.99;7.77;1.76;1.32;5;3
V.austriaca jacquinii;K/Cook/21-VII-1959(2);0;1.92;0.79;1.52;1.52;1.26;17.57;16.84;6.22;1.82;11.5;5.25;;6.55;;6.35;;10.57;4.46;4.07;2.51;1.43;6;3
V.austriaca jacquinii;K/Cook/21-VII-1959(3);0;0;1.48;0.75;2.27;1.58;23.56;22.01;10.09;7.15;13.91;8.87;22.64;12.76;19.87;11.89;16.48;14.16;5;6.12;4.06;2.86;6;2
V.austriaca jacquinii;K/Cook/21-VII-1959;0;64;92;105;149;120;1943;1745;825;362;1218;650;1944;801;1596;765;824;1017;482;599;278;187;567;267
V.austriaca jacquinii;SALA124576(1);0;;0.77;;1.18;;16.72;;8.09;;8.78;;17.79;;14.54;;5.01;;3.16;;1.56;;4;
V.austriaca jacquinii;SALA124576(2);0;;0.45;;0.84;;18.86;;11.85;;13.88;;25.14;;22.46;;7.74;;3.59;;1.36;;7;
V.austriaca jacquinii;SALA124576(3);0;0;0.7;0.64;0.99;0.73;16.39;15.16;6.41;3.82;8.02;8.42;12.75;12.71;10.88;9.43;2.31;6.74;5.53;6.04;1.33;1.63;5;3
V.austriaca jacquinii;SALA124576;0;0;64;64;100;73;1732;1516;878;382;1023;842;1856;1271;1596;943;502;674;409;604;142;163;533;300
V.austriaca jacquinii;SALA124582(1);0;0.74;1.23;1.73;1.45;1.58;28.4;36.54;13.65;8.49;19.13;4.15;19.39;7.64;16.3;3.63;9.71;10.43;11.62;16.78;1.3;1.83;3;2
V.austriaca jacquinii;SALA124582(2);0;0;1.75;0.96;2.29;1.41;25.12;30.63;18.72;12.28;15.49;9.72;36.64;21.27;11.76;9.38;7.27;10.36;18.72;17.9;3.57;2.73;3;2
V.austriaca jacquinii;SALA124582(3);0;0;1.83;1.06;1.46;1.35;21.64;30.83;13.62;15.62;6.53;4.05;12.91;18.16;11.69;3.84;13.82;11.96;4.6;9.68;1.68;2.51;4;2
V.austriaca jacquinii;SALA124582;0;25;160;125;173;145;2505;3267;1533;1213;1372;597;2298;1569;1325;562;1027;1092;1165;1479;218;236;333;200
V.austriaca jacquinii;SALA124583(1);0;0;3.08;1.34;0.85;0;37.15;24.14;18.48;22.92;15.64;0;39.59;8.27;27.62;4.43;10.09;10.71;10.52;10.34;0.87;0.85;4;1
V.austriaca jacquinii;SALA124583(2);0;0;0.99;0.5;0.8;1.05;18.56;17.28;7.37;9.1;12.33;9.19;17.1;14.6;2.81;5.79;2.21;3.81;5.64;10.14;1.36;1.52;4;3
V.austriaca jacquinii;SALA124583(3);2.91;0;2.86;0.8;1.9;0.72;19.86;23.32;15.81;10.88;12.56;14.69;12.21;7.63;12.21;4.41;9.93;18.84;9.83;5.18;0.78;0.84;3;4
V.austriaca jacquinii;SALA124583;97;0;231;88;118;59;2519;2158;1389;1430;1351;796;2297;1017;1421;488;741;1112;866;855;100;107;367;267
V.austriaca jacquinii;SALA124581(1);0;;0.52;;0.8;;17.22;;11.08;;13.02;;22.48;;22.46;;7.69;;3.05;;1.56;;5;
V.austriaca jacquinii;SALA124581(2);0;1.36;0.8;0.61;0.78;0.82;18.31;20.31;13.32;9.61;13.29;4.37;18.46;7.52;15.83;5.97;11.23;10.25;4.18;10.88;1.42;1.06;5;2
V.austriaca jacquinii;SALA124581(3);0;0;0.66;0.66;1.18;0.79;16.19;24.89;14.24;17.38;12.21;9.18;19.66;8.47;19.59;6.63;8.35;18.94;4.92;6.85;0.71;1.14;6;4
V.austriaca jacquinii;SALA124581;0;68;66;64;92;81;1724;2260;1288;1350;1284;676;2020;800;1929;630;909;1460;405;887;123;110;533;300
V.austriaca jacquinii;SALA124579(1);0;;0.88;;1.07;;9.93;;7.61;;6.72;;12.28;;10.45;;4.15;;1.48;;2.27;;3;
V.austriaca jacquinii;SALA124579(2);0;0;0.91;0.74;1.33;0.76;12.28;8.69;5.02;6.69;7.64;2.76;12.61;6.54;8.52;6.44;5.8;5.74;4;2.86;2.06;1.91;5;3
V.austriaca jacquinii;SALA124579(3);0;;0.91;;0.9;;10;;3.57;;4.87;;11.16;;9.88;;4.48;;1;;1.77;;5;
V.austriaca jacquinii;SALA124579;0;0;90;74;110;76;1074;869;540;669;641;276;1202;654;962;644;481;574;216;286;203;191;433;300
V.austriaca jacquinii;SALA124584(1);0;0;0.43;0.5;1.17;0.48;16.19;27.44;9.62;13.5;11.73;8.62;23.77;13.29;21.53;13.29;5.01;13.55;2.02;3.53;0.76;1.06;4;3
V.austriaca jacquinii;SALA124584(2);0;0;0.75;0.82;0.74;0.97;26.04;19.49;16.69;11.31;8.19;2.89;30.08;10.75;21.14;10.32;4.17;11.05;5.18;7.93;2.2;1.66;5;2
V.austriaca jacquinii;SALA124584(3);1.13;0;0.85;0.54;1.01;0.81;21.27;24.24;5.37;8.29;8.83;12.74;18.6;24.83;16.59;9.46;5.67;8.18;2.87;6.19;2.1;1.51;4;6
V.austriaca jacquinii;SALA124584;38;0;68;62;97;75;2117;2372;1056;1103;958;808;2415;1629;1975;1102;495;1093;336;588;169;141;433;367
V.austriaca jacquinii;SALA124603(1);0;0;0.62;0.84;0.81;1.3;17.95;21.07;7.92;7.36;11.39;14.02;9.24;10.38;7.48;3.93;3.47;6.09;5;7.2;1.89;1.85;5;4
V.austriaca jacquinii;SALA124603(2);0;0;0.66;0.83;0.6;0.83;13.98;22.11;4.88;8.86;9.42;4.52;17;10.79;12.29;6.23;4.14;8.31;2.53;5.33;1.25;1.25;6;4
V.austriaca jacquinii;SALA124603(3);0;0;1.35;1.09;1.06;1.09;25.91;24.51;11.11;5.81;13.86;1.69;13.88;10.65;13.85;8.42;12.8;6.72;6.44;6.12;3.6;2.19;5;4
V.austriaca jacquinii;SALA124603;0;0;88;92;82;107;1928;2256;797;734;1156;674;1337;1061;1121;619;680;704;466;622;225;176;533;400
V.austriaca jacquinii;SALA124609(1);0;0;0.87;0.95;1.13;0.64;14.85;16.95;6.65;4.59;11.19;1.4;17.64;5.52;10.08;3.38;2.28;3.84;3.81;6.7;2.15;1.92;5;2
V.austriaca jacquinii;SALA124609(2);0;0;1.64;1.07;1.36;1.04;23.19;22.26;13.75;8.14;9.93;1.5;17.51;10.91;11.25;6.59;11.21;4.68;4.1;8.01;1.96;2.45;5;2
V.austriaca jacquinii;SALA124609(3);0;0;0.7;1.14;1.11;0.76;18.97;20.8;9.74;10.36;9.32;6.35;12.17;9.07;7.93;4.13;8.79;12.15;4.59;4.27;1.64;1.79;4;3
V.austriaca jacquinii;SALA124609;0;0;107;105;120;81;1900;2000;1005;770;1015;308;1577;850;975;470;743;689;417;633;192;205;467;233
V.austriaca jacquinii;SALA124607(1);0;0;0.89;0.55;1.26;0.76;13.99;15.04;6.83;6.31;10.66;7.03;11.27;8.37;11.17;8.29;11.13;4.66;2.84;4.54;0.76;1.37;4;5
V.austriaca jacquinii;SALA124607(2);0;;0.68;;0.78;;18.54;;15.78;;10.58;;31.99;;17.95;;4.24;;7.59;;2.1;;3;
V.austriaca jacquinii;SALA124607(3);0;0;0.74;0.76;1.39;1.09;14.49;17.22;6.62;5.92;10.98;9.45;14.03;9.25;11.19;8.48;4.3;3.53;4.37;5.7;1.41;1.69;5;4
V.austriaca jacquinii;SALA124607;0;0;77;66;114;93;1567;1613;974;612;1074;824;1910;881;1344;839;656;410;493;512;142;153;400;450
V.austriaca jacquinii;SALA124604(1);0;0;1.12;1.49;1.37;1.26;17.1;16.17;5.18;5.91;11.25;4.14;16.94;7.06;10.27;5.09;5.69;5.17;3.19;3;2.5;2.34;5;4
V.austriaca jacquinii;SALA124604(2);0;0;0.59;0.61;1.04;1.11;15.16;14.81;6.24;3.92;7.02;5.15;9.3;5.4;7.23;4.86;3.94;6.93;5.64;5.7;1.79;1.87;4;3
V.austriaca jacquinii;SALA124604(3);0;0;0.67;0.54;1;0.83;14.82;14.73;6.14;3.86;7.67;5.39;8.95;6.57;6.12;5.03;8.49;6.33;6.29;5.61;1.91;1.21;3;5
